序号,标题,原始链接,真实链接
183,"十年后,寻访北京师范大学首届公费师范生",http://www.baidu.com/link?url=fe5eOJ_LJk-NB7lQRllZPm7Ftmo7YfIpJMpR2kaYhSOhNIrLyiJTUwp27gRGybImGZlEmcGKxXhlK1UMQikvEa,https://news.bnu.edu.cn/zx/bsrw/125209.htm
184,助力乡村支教 关爱留守儿童--清华、北大、北师大三校联合关爱留守...,http://www.baidu.com/link?url=l3qCf-kUUaEv5u2yFGYMgjdan9kZPGK8mcv3x3FMld1MkAr_ecc74KVOmzoB0qTMVo85GLi6OIrNgI0D6V7g51gMlNGxolqwjWRUzVWZloZ27hPIzaYZ2V_SGtxPeAJ0RMk0ja4KmFLm7hHwJ_NqSdZV3TvRxggVtJxQnpSseLrPAyzHgCoiSW7dIyHzfwB9NyVT-tquywjrp73gZjnTuSfJslBX1iAJZIJQb5mBs_J2cyG8n11zOfpQ-W8JWUueh1AeivJ7phDlxKQvD-VD8a,https://mp.weixin.qq.com/s?__biz=MzI2OTYzMTc1MQ==&mid=2247490212&idx=1&sn=a225b676d5def2cc8832f1440410b8c8&chksm=eadc32ccddabbbda02bf83b2323a96a023627710da8bce7b6e1042aa0147e1bdb0d137629c70&scene=27
185,北师大实践调研团队走进曲靖一中探寻“四有”好老师育人密码,http://www.baidu.com/link?url=l3qCf-kUUaEv5u2yFGYMglO7d1xC_iWtbutQ90uwDLQnQ62jDxZSafFxujcGWrktVEK569ccQ39wtjt6W-yH3IIxKrq5PnvoFlt57HxPsqC,https://baijiahao.baidu.com/s?id=1836592699420599462&wfr=spider&for=pc
186,"爱在马边·支教日记⑤|捧着一颗心来,不带半根草去",http://www.baidu.com/link?url=l3qCf-kUUaEv5u2yFGYMglO7d1xC_iWtbutQ90uwDLR7g3tdyoNQW-NxH0EwGtYqRCZZrxPHKfRchu9oha0uB9qBj_MozmyLf-0I0XyX2KG,https://baijiahao.baidu.com/s?id=1736590959927485953&wfr=spider&for=pc
187,支教活动心得,http://www.baidu.com/link?url=W__6T9ikFb6TeQ2zFdRSQj0M48rLeW2_arVqhNHp0RzCeeeFC5gofcZd-5iytX1WCI6JuHMTHlrQXXr_SncONq,https://www.yuwenmi.com/fanwen/xinde/4214526.html
188,师大人物-北京师范大学新闻网,http://www.baidu.com/link?url=NXGVFZ5Takbm3rs9gQUOezB5FEq-OS_Hcnxx24FLDXruxoeto7BFGAn1DJOYpU0pekrV5Wu4pI4RPtYwq5wOr_,https://news.bnu.edu.cn/zx/bsrw/index4.htm
189,北师大第十一届“最受本科生欢迎的十佳教师”评选结果揭晓!,http://www.baidu.com/link?url=P9YJG3TamysYSUxUIO5aXnesfvWZ8hsLMtdcuUG3IFBIjXXPua0nb6vV5P_oBpb2Ga7P7eVfA3sQ-1cIigqI4KwvLmhussilYMhdLQ48Hpm,https://baijiahao.baidu.com/s?id=1744234946290619206&wfr=spider&for=pc
190,“方”心未泯 执笔山河 | 特立书院志愿者赴方山县支教实践纪实,http://www.baidu.com/link?url=KAYjkMm9YwnOPlt6mRWkzF27Dl4caFa8aYauw99toHJQp2X3VCFks_FrFIhq_S1aMd_3X8JbFPJFAtBorGzKd6Efsw7C5ibwduxH4bcTuSy,https://xuteli.bit.edu.cn/djsz/7737901f62ca4e54b76f4877a2f34e8d.htm
191,《新闻故事》|清华支教团的锦中七日札记,http://www.baidu.com/link?url=P9YJG3TamysYSUxUIO5aXnesfvWZ8hsLMtdcuUG3IF4R6BBaoDYJGDNuduter-1SJYlDdEBmzGC21gn8R1ZqOoYTWy_qxwcppUjBCesUwxe,https://baijiahao.baidu.com/s?id=1836414839279673363&wfr=spider&for=pc
192,扶贫助学、服务社会!这支支教团书写诗和远方的青春故事,http://www.baidu.com/link?url=5HwumMcFM_3P1juC7Rowdnk7jPsw3hNUg87rPTq4KnVoCDjM-RLd1TmnfzPmYx82uZ52LWK_3D2tsW7KqsJFcGH3PjPwXWkViDilf9I05QS,http://finance.sina.com.cn/tech/2021-08-09/doc-ikqciyzm0444162.shtml
193,优秀学子报告会:为梦想“北漂”11天!她以专业第一保送北师大|在浙...,http://www.baidu.com/link?url=2S9xgtR6USIKRObJBKCmm-WPyIWlJqYg8TjacKJ26LYCo8FMFXFrKZECSG416NhzRSk1wOD57ZVErnQfCjHiHoiYxO_tToq1YR98TtQb3Sy,https://www.mbachina.com/html/mpa_zjnu/201809/167835.html
194,总书记回信的北师大“优师计划”师范生:为基层教育贡献新鲜力量|支 ...,http://www.baidu.com/link?url=5HwumMcFM_3P1juC7RowdmuxpHHS7nfJgrydyPfhAe7pXEVJKwkjAKtQ0G2pgt3WLxAC3dqhQEakBCr3RPeb4_,https://www.163.com/dy/article/JE0DLB5C0512D3VJ.html
195,全寝保研|学霸们是怎么样炼成的 - 北京师范大学统计学院,http://www.baidu.com/link?url=CHdwSUuTgqjJ8LDRYlhZYECmoMBjpHA5tohh29CsFn9nFsC3v7kPNmkpuwByLjxaCwbplrd_knDRPlTyrk7chq,https://stat.bnu.edu.cn/xsgz/xsfc/237153.htm
196,"“我在大学修文书”!化腐朽为神奇,保研北师大的学霸小姐姐原来...",http://www.baidu.com/link?url=EfNC07oENgwYP_lXjghJYb4zW67H45vGW2sjascTeiwb3VCv5LyV3Y5H_x4jHYpjAufRysNyXRvlUIn9t5oylQpGW1dFHnIqF1Jy7zEAwg7,http://baijiahao.baidu.com/s?id=1677580185815046257&wfr=spider&for=pc
197,教师支教心得体会【经典】,http://www.baidu.com/link?url=GtWUcM3N5aCaKsj5UgW5e-ZgDMO3RHAF5JT6J8A2Sp6dGTFDzjbANBajli07qs-tSPr2rtz3sHA2o-VhLVh_B_,https://www.gdyjs.com/lizhi/xinde/712535.html
198,“感动中国年度人物”张玉滚先进事迹报告团做客北师大“四有”好...,http://www.baidu.com/link?url=2yckhMnMOlNKgsX0SiE1Z22eXCFXtVSXLTD51B2bBjECAUnTi1sFDUgPehGWWQDdo5nXHTb_1joQkw-aA8Zcoa,https://news.bnu.edu.cn/zx/zhxw/109492.htm
199,"【你好,志愿者】北师大研支团:用365天,做一件一生难忘的事_教育",http://www.baidu.com/link?url=2yckhMnMOlNKgsX0SiE1Z1J30-WJ5HIvw6QiHjO9YI6Hqy0nCP_xQDYIoz7RgKts3tngXfOKOA-_qgccFMofH_,https://www.sohu.com/a/442847462_120058523
200,"支教日志 | 南京邮电大学研究生支教团王纯洁:当童声遇见山峦,听...",http://www.baidu.com/link?url=d3b0rsU0lRqyNhPpmcJ5obc14UO7LZzpumSL3ysLqvvQjPlTAoE31PtmzPKVvJ4wMLbhBMQE0KMnMB_2aTotIP4_F1J_bzytVMfZFIMZjtdKXEnaA5uPqb6G4I-535TGcepSyMqNNs8jRzmLDdC2iq6u-Ai2oa5DBxO0SqSa31jinO5ITYURawn_qZM6pSUIATgmSHIXbhWnxoIf2-fDdQJcLlQ0h24paylrj_611SAf4RDVGa27jiZd4myZ3NNLPOXi6lgDuJcsDWaUez-ic_,https://mp.weixin.qq.com/s?__biz=MzA4NzA2MDM2NQ==&mid=2651932192&idx=2&sn=a5d84c91c067a8749c54fd6743d43517&chksm=8acedbc68b832c49629278a13eea68b4f516fdaeeb2821d72bc54358266d4c79edaa35304bcd&scene=27
201,"辅仁行动丨星星之火,殷殷冀望——冀望队风采展示_支教",http://www.baidu.com/link?url=OAYRw0Bk-qI2V2v8kz6CORLk3LqQtgEzT-BvEpzb2VNe8Y2j3rL7MWXrLt6WKkI3s4qB9vp97_5QPQr8KuZnWq,https://www.sohu.com/a/304443079_488227
202,北师大美女弃高薪返乡支教 网友: 来我城市包吃住!,http://www.baidu.com/link?url=OAYRw0Bk-qI2V2v8kz6COVpLVpYN6kQXfM4SQb1tM-GrebJUWAETz5Hz-0RS9w2sjaesMwlQ0v_G1Rc4so1cJK,https://www.sohu.com/a/153059742_99930607
203,找到了18年前的支教老师:用青春书写跨越时空的师生情_腾讯新闻,http://www.baidu.com/link?url=XVXJaGTBe_DhxZzCqn1Rfc3W_t95nGa2APqJvdkkX95ijn1-jj1CcLycLDG2up9sejZknT1iWn51J1MIUqQC5a,https://new.qq.com/rain/a/20240316A053J100
204,北师大实验小学举行系列活动庆祝六十华诞-北京师范大学新闻网,http://www.baidu.com/link?url=XVXJaGTBe_DhxZzCqn1Rfc3W_t95nGa2APqJvdkkX9zR5KNgmbPr3VA2zsAmsFxL5FIPfeSjdZ1FU5ySmi5FE_,https://news.bnu.edu.cn/zx/zhxw/104790.htm
205,北师大学生自愿到大峪三小支教 源梦支教队为山区娃圆梦撑起一片天...,http://www.baidu.com/link?url=XVXJaGTBe_DhxZzCqn1RfeP_6sk6f6UkFyiXi0UlEPuwuNFcoQSyJZOh3nR1p-ji-Fk5QoDdIMIJzihc2UwWGq,https://www.sohu.com/a/248231267_100229438
206,支教小故事 | 广西支教队,http://www.baidu.com/link?url=M2bT0oGqYiyAxmo0ZlfYzeGFp2sUImDmlAziIcJz1sppi1gCWtRkvsamdQpUMBJ_Gm-5lJIgOVWQGXTvs_3bbbRo2TyTNPwt72CbNU266EbOVumGS2X3oDWeGJv4-tQXbfbAcE0lUqnKtkonHTpfQMfVGgLqT7vN2vwwL2qaI8p-V1FgUN6S2VywBm9bOaBNMwLfRatboAgwu-i8YtNhbQmYOh3wrHkQRi6Bn5GPfRZ1jmntVXmuOd2vpmPI5qnpFm4ezAEcDyDSwe3ibWg5Xq,https://mp.weixin.qq.com/s?__biz=MjM5Njk5NzE2NA==&mid=2652092494&idx=1&sn=b235af24e646bc95569cfd682e6183ed&chksm=bd07a90d8a70201b6d128ff2237e483de52e3f0a349da0d1ed9e4057cbfd4a7ccd25e1568b66&scene=27
207,董奇校长寄语2018届本科毕业生:做一个有故事的人-北京师范大学,http://www.baidu.com/link?url=fhSnQpW0AHIMbBF02iCnmEFwmLLymCXS1st0GwCuY1oT7RXpc4qd9_kD-3GMjF3I,https://www.bnu.edu.cn/ttgz/88035.htm
208,北师大董奇校长寄语:做一个有故事的人|北京师范大学|校长寄语|毕业致辞...,http://www.baidu.com/link?url=F2QTIKLwpAKdDKCvMsNZYiAbm4fNcBiB6FRz3AIXO1j22Fw8Y1QnzfTspeWZhNJrYlyU17kVe8XWjCgt8y6qB4IpDBhNKZ6BM553LaZpfye,https://edu.sina.com.cn/l/2018-06-26/doc-ihencxtu5885256.shtml
209,"这个夏天,走在路上的北师大人",http://www.baidu.com/link?url=g1pVXk48sQqzmLsbWaudWh3s6PmXCm8X4_t1PFKpwjR0xt-U4PpqfKpcIMQRUixMKC6ZAQtHMwpyL5MSaZgs1_,https://www.sohu.com/a/166759776_391342
210,"辅仁行动 | 随风化雨,润物无声——随风队风采展示_支教",http://www.baidu.com/link?url=sV2iudCjW0LD4HYA3vq2F0whf6mZfKy48S3F6a0aIHz61BmQI5rmUqrBgONw66oYtQli8vMCIgNi1cAIHJYdwa,https://www.sohu.com/a/304873640_488227
211,北师大开展师范生培养“第二校园”建设项目教育实践活动,http://www.baidu.com/link?url=w0ZKn0tigCAApM5iA_cTf4dV4A2UO7nHipvTnSu1PCsgFAShXNgtbGZVTSKl7vikIT8vidqI1zrl_sw6YH9OOuHyVs-TF7uAI7sbatOx8Di,https://news.bnu.edu.cn/zx/zhxw/0bdb441a6fb84490b075a33725d9b2f0.htm
212,北京师范大学实验幼儿园新疆阿勒泰地区支教纪实三,http://www.baidu.com/link?url=7ID5a60nTbLSyulmK-PDAiA3T_zW9e64WtW5XzbRf81KcRysMiwSXHupVGwLQKG7,https://www.meipian.cn/m1k9jdy
213,"花6980报志愿被北师大录取,家长后悔了,哭诉公费师范生在农村6年|支 ...",http://www.baidu.com/link?url=w0ZKn0tigCAApM5iA_cTf23kzAJvEGXLevh56AIuhFwGMDkiLULeJKnyEb6EP9iJt0W3gtuR44WxJhHBiFyjDq,https://www.163.com/dy/article/J8J45HPH05524FM1.html
214,北京师范大学支教队走进安徽阜阳阜南于集乡系列之当我们目光相遇...,http://www.baidu.com/link?url=veLTraQaEepOKBU70Q1N0svvajp-lzdKAK9Wa9e549F5Gefy8n4DCeGrNO4OM3K015DPl6HDj1Izh0UM8hy9fq,https://www.sohu.com/a/327156659_100167375
215,首页> 实践故事,http://www.baidu.com/link?url=QZCRvdLjbtKNdL1NkP2V5mZFEsKwyJZxo8qHa-KtFbT0f0Yc5XIIr7OF_rWofqMi7voJ9bjcNZNAWNZY_06b_a,https://psych.bnu.edu.cn/xsfz/sjcx/sjgs/index.htm
216,北大清华北师大 齐聚彬江为了啥 ——北京三大名校暑期支教夏令营...,http://www.baidu.com/link?url=sV2iudCjW0LD4HYA3vq2F0whf6mZfKy48S3F6a0aIHz61BmQI5rmUqrBgONw66oY7eLveZDsg-WQqC7Xgt-Ouq,https://www.sohu.com/a/158740294_715786
217,北师大赴贵州支教活动顺利完成_社会新闻_新闻中心_新浪网,http://www.baidu.com/link?url=PuwLFQ0BVHMPetanC_86kWAFAKy0wk_mugrK0jNgbmip7Rqj5U-SHLzgBiGm2YlGqqka8-_QB6j-WCpjBTl2n_,https://news.sina.com.cn/society/1999-9-22/16712.html
218,"辅仁行动丨昔者坐而论道,今也起以友仁——友仁队风采展示_支教",http://www.baidu.com/link?url=sV2iudCjW0LD4HYA3vq2F0whf6mZfKy48S3F6a0aIHz61BmQI5rmUqrBgONw66oYEcwkEtvh940jNDNKd0WFuq,https://www.sohu.com/a/306024513_488227
219,北师大:支教三年返全部学费_新闻中心_新浪网,http://www.baidu.com/link?url=klMd6SR14ECKAfEsEPIBF4h2JJO_cs4trFDPJHnymOEDpl-3zwI_xGVnzlVqzQu0Di7P1rzHxyKY985TqoVAeCYIPBJh4oFE8Y0cSlEej0O,https://news.sina.com.cn/c/2007-03-11/111311386569s.shtml
220,北师大暑期支教团与阜阳阜南于集乡的学生们——嘻 我们是小皮孩...,http://www.baidu.com/link?url=r02wIyDvTjEiQlAeAjmbBosv97AZoSy2bQu3eSU9QrwCFDVFVmKRy8sISVOnmUNSIdRPQb01S0waEggKhv8Sa_,https://www.sohu.com/a/325884943_100167375
221,"花6980报志愿被北师大录取,家长后悔了,哭诉公费师范生在农村6年...",http://www.baidu.com/link?url=r02wIyDvTjEiQlAeAjmbBosv97AZoSy2bQu3eSU9QrubEL97GA6104NQu1VAL3mSsc02EmITVI8K2FpRiy4Nnq,https://www.sohu.com/a/797999688_121084193
222,...一生耕耘!听北师大、西南大学、陕师大、首师大师生的传承故事...,http://www.baidu.com/link?url=r02wIyDvTjEiQlAeAjmbBm0TS5cfJwPZiYnI_WaUl39OCugwl6qjDnEtxpi9zTRYfT08Zxg02f8kzH2nbcU3da,https://new.qq.com/rain/a/20230909A057ZY00
223,讲台上下——台生张立齐内蒙支教的点滴记录,http://www.baidu.com/link?url=klMd6SR14ECKAfEsEPIBFEKry2WrVy8wCyiluY47TGuVP4TKZOTUHTiCS_J1ThF33so4CnkhkzEA_rhuEWARxhYWT9tkTI_l75qEvf907pG,http://www.xinhuanet.com/zgjx/2017-06/19/c_136374539.htm
224,"女儿590分捡漏上北师大珠海校区,妈妈担心偏远山区支教6年不值得",http://www.baidu.com/link?url=49Zojig9LPBZRHfvA8Ifo4JwRhM9B-IO9s_sY4YdDfdZJasIEll2iQ1f02AMI9aJR4oQJhXEUMfrC5tjMlw69q,https://www.163.com/dy/article/HI7CJ9N205219ARD.html
225,《新闻故事》| 清华支教团的锦中七日札记|新闻故事|清华支教团|锦...,http://www.baidu.com/link?url=3Y9X7hYi649EaRCW48VdctSIJfQ1wg91WYZH67CwGDeiihbpvQRHVJAU589ugRuqkp4qgKikcHlYB7aNzThllK,https://m.163.com/dy/article/K3CP9EBS0514R9OJ.html
226,326是个“家” 华中师大一寝室四美女学霸成长记,http://www.baidu.com/link?url=klMd6SR14ECKAfEsEPIBFIHkYT8pMJMk36cgGHGBzhG4M1HLX7-FSOs9oatpaDLBnv5Tv2y02C18Nag83rtDpK,https://www.sohu.com/a/137710889_176210
227,"爱心支教!这些北林教师的故事,很温暖!_腾讯新闻",http://www.baidu.com/link?url=r02wIyDvTjEiQlAeAjmbBm0TS5cfJwPZiYnI_WaUl39OCugwl6qjDnEtxpi9zTRYOAryM8oFcRkUFzf4hir1L_,https://new.qq.com/rain/a/20230306A06KA800
228,“电影下乡”让孩子们更加自信|美育|支教|思政课|艺术教育|教育家...,http://www.baidu.com/link?url=AK0KQpqn5n0HL3yNHqGO1f-DhAyQEJ0di1mLLG3VMglz9b1V3_y2Bm6tzFzPaRK5ZToXtyTbwCbsu1AznadjNq,https://www.163.com/dy/article/JC4AU0GV0514R9NP.html
229,15年支教情绘就“同心圆”|温宿县|北师大|阿克苏市|夫妻宿舍|阿克苏...,http://www.baidu.com/link?url=AK0KQpqn5n0HL3yNHqGO1f-DhAyQEJ0di1mLLG3VMgkrBN7D5XXkBUmolZX5hzDfq3kI8_geexXUUPLZ1kDTRq,https://www.163.com/dy/article/IMQ71HLD0530QRMB.html
230,"北师大教授讲述:追光而行,做新时代文艺工作者!_电影_教育_支教团",http://www.baidu.com/link?url=S7nKvCHmVZ1tETsbR5MO3O1CrjWNXXyrZLDLZ0j5-oZJs7X2_VTnXpbsnttQWlmw7M4Sem-36T6vJy_QGF3k-q,https://www.sohu.com/a/770644990_121118939
231,南山“榜样教师”:总有一个故事打动你!_教育,http://www.baidu.com/link?url=3kW1ICe1C0oZnxYXnBGwMmzhMtmfyDcU1bw1feAl3lkH2DBJpGBIEcPGpqw7War7w13VXTIYdZhWCnyHKWJ0A_,https://www.sohu.com/a/274369649_186227
232,"北师大“寒门女生”熊方瑜:人生磨难却勤奋学习,成“自强之星”_生活",http://www.baidu.com/link?url=S7nKvCHmVZ1tETsbR5MO3O1CrjWNXXyrZLDLZ0j5-oZuEIvd-0khTT4qHZvyp1LpaW6Cm9aiVKcJUS4WnFH2aK,https://www.sohu.com/a/368814458_120528624
233,"北师大“寒门女生”熊方瑜:人生磨难却勤奋学习,成“自强之星...",http://www.baidu.com/link?url=3kW1ICe1C0oZnxYXnBGwMm5oDE9_W8-GOSJUIWWfIBOHLAAvSYLsCxqsx_hNA4xJitpNmb74roPaf9wZ-Xm5L_,https://www.bilibili.com/read/cv4454868/
234,心系教师 情暖边疆——房山区教委赴疆慰问支教教师,http://www.baidu.com/link?url=evHwbUP5vo4S1Shb5nnFZQH7on_pFySEVw71OAiX94hxRazFRYnqA0_JqsnkPm7Xqk05VIOqKRyhEIg5eEJFQ-w42SWLeZh84NWYWq1cb0e97kYd3SL1DBRoU-HtiwfE,https://jw.beijing.gov.cn/zyhz/guanhuaiweiwen/201912/t20191216_2550363.html
235,参加为中国而教(Teach Future China)2年支教是什么体验? - 知乎,http://www.baidu.com/link?url=G6FPxcyTO1zGsXMj9JwrWxp1_kvojlTvWDwa0lxFPG0zcDjiXECZyZCwQS5_XNoe56RswDzqfMmv32Eg-PiVja,https://www.zhihu.com/question/263329172
236,"支教随笔:不辞青山,相随与共——中国青年网",http://www.baidu.com/link?url=of3QlM0HlPKwlhAAKpmOJop0QTz_I0B_wliKr6LGM30-PG89_PgLEM1ayxjWXsuL9_zwywwhhRi5kiMjGgrro72CUqeLi1WV7lHtZVHyBX1mvv3Lrlmh0wq7PiUHLeTPHDaPBlkLM91P0y6MqDj12_,https://t.m.youth.cn/transfer/index/url/xibu.youth.cn/gzdt/gddt/202403/t20240325_15153104.htm
237,"Day4 | 排排坐,看老师!北师大暑期支教走进安徽阜阳阜南于集乡 - 知 ...",http://www.baidu.com/link?url=10Ivxga2Py7v_C1-Ic-17HTT2OvsOfNTlCK2Ds-4WP7nqofWM3JWKuAuUqCAqSu8,https://zhuanlan.zhihu.com/p/72466558
238,“电影下乡——新时代大学生美育支教广西行”成果展演完美收官...,http://www.baidu.com/link?url=G6FPxcyTO1zGsXMj9JwrWxp1_kvojlTvWDwa0lxFPG0hhV_xV1jCX-IUDwZPKvR3a-lROJcjYS_yxL8myLOGhK,https://news.sohu.com/a/794049757_641618
239,北师大暑期支教团与阜阳阜南于集乡的学生们——嘻 我们是小皮孩,http://www.baidu.com/link?url=nIuxVvYSSJXkw4oOqE2vpPCVMg2rPZgwmMhHxlMnZoqD0J5v_-9Eo7cuxL7cokuJ,https://www.douban.com/note/725654695/
240,清华北大北师大关爱留守儿童“江曦课堂”柴桑站开营_活动_北京...,http://www.baidu.com/link?url=bqk_aSi752NyTACmYpA2DtAFiTiCIGA_QnRrOQw57DAlSfv6BSG3Hn0DeL7znlWq-IMZFYi64yIWacsi7SN-XK,http://mt.sohu.com/a/696452744_100047426
241,北师大新向支教队-微信公众号 -135编辑器,http://www.baidu.com/link?url=OVxJk305fvrar6SvCRx8OZtgkQ4yA3deTFn0ELsL4QgFo5oeUHn7qm3b5uGHJFt5,https://www.135editor.com/wxes/564436
242,"老师要走,孩子要留,乡村支教困境如何破? | 南方周末",http://www.baidu.com/link?url=OVxJk305fvrar6SvCRx8ONBSkmVdDstoun0c6OUwhUTkv32l7AmqZOWSq7wwf1P7,https://www.infzm.com/contents/250208
243,北师大舟瑶支教队携手靖西市外国语实验学校圆...-靖西市人民政府网,http://www.baidu.com/link?url=bqk_aSi752NyTACmYpA2DxXgQRzlT3jugIbNp63XtkK0AdHwntWqFDDgHNhwbz0min_k3zDwoeG2J0gqFkaGYHJBE7MUK53Ghc5jFvfi50yeMoSQR74htS91iL2g0EZR,http://www.jingxi.gov.cn/xxgk/fdzdgkmr/jcxxgk/zwdt/zwyw/t13044880.shtml
244,北师大实验中学平谷支教团:在责任与付出中感悟成长体会幸福_新闻_央视 ...,http://www.baidu.com/link?url=ELbCAfCjfltLV4htrhyUDPu4452A1643-olP7pUjIWrMOfpzXJq8iNszYmqt2W9KIFJugkx93qullYW9EBIyi9DjYShBmlEAPuQDpTHgmFi,http://news.cntv.cn/2015/08/06/ARTI1438823075198253_2.shtml
245,我们在夏枝繁茂时见面——北师大暑期支教安徽阜南于集中心小学...,http://www.baidu.com/link?url=wfhnpDUSVWWFTWbSKLy8eSy5T9rWx82BPGITkvRj4hUF6Rcr2E4L5nY8A4MleriYaN28KglFE7t9XOzKXQdxGXnZv2bkg3B3E-L8c2qn_dW,https://baijiahao.baidu.com/s?id=1638177636400245634&wfr=spider&for=pc
