序号,标题,原始链接,真实链接
246,北师大青梅雅音支教队日常_哔哩哔哩_bilibili,http://www.baidu.com/link?url=2NNrWP3gMnre2DQ7XR0uNo7-IDDeGWQtq0IQJ884cPZ1J3IR-r3I2UCpnkqE3ECePGjNpkLTNhl34iTzPmkOnq,https://www.bilibili.com/video/BV19u4y1e7ad
247,北京师范大学董奇校长寄语毕业生:做一个有故事的人--教育--人民网,http://www.baidu.com/link?url=-2NfJAcyfDE0AW-ImxmdM4w21yJ8OH4Q4PQJuq2pr5Lu5KOBC_MCTMRocQSDqg6reyuGEPpXDZLJs8Y7S9IZXAnRk2H5-QUOfsoSZeJfYsy,http://edu.people.com.cn/n1/2018/0626/c1053-30089097.html
248,"...级公费师范生怀揣教育梦,矢志为家乡教育尽一份力-陕西师范大学",http://www.baidu.com/link?url=-2NfJAcyfDE0AW-ImxmdMFthrFkGaBflCdCnz7bYIcsjGh-EzqB0OgDmAxCT85WzQVbTR7qKOV7IrctxSGYvYK,http://www.snu.edu.cn/info/1233/29242.htm
249,"Day4|排排坐,看老师!北师大暑期支教走进安徽阜阳阜南于集乡...",http://www.baidu.com/link?url=7dK12DWUh0XgmOC8qOlQm5xhScRKRy2-b9f_JrOEBOcWFi3o_I589rYxBtFwOoEl76Fpw28ChaZYd2p9Y_bMLWtWHBBfKnSXF8YQq4Cjy8S,https://baijiahao.baidu.com/s?id=1638281473737338467&wfr=spider&for=pc
250,北师大织梦楚天支教队-微信公众号 -135编辑器,http://www.baidu.com/link?url=MrhkJuTRBDoNcxL8kuBZthH0rvQnP5pIZhuSDW8Fu5u2A02tvA6UhepXgNTyycJe,https://www.135editor.com/wxes/337658
251,“时代楷模就在我们身边”——北京师范大学优秀群体现象探析---中国...,http://www.baidu.com/link?url=ibn1dmpDFr9PJ08cvsdfRRoeyjAmM9nNCIhTg-13syO35Umqr2fnCnFAXa8pbddK_r6LQoaAq0gsnnLmgeFJlPMxPcp_e6diyBAbud0whl3,http://www.wenming.cn/sdkm/news/201907/t20190722_5193789.shtml
252,"电影下乡,大学生开启美育支教行",http://www.baidu.com/link?url=7dK12DWUh0XgmOC8qOlQm5xhScRKRy2-b9f_JrOEBOb-k--3Bt2xkRJakLWrkm7gkx6rVmGqpGE9F19Aezlf-ehG2YEd7bqZMAK8mu16ox_,https://baijiahao.baidu.com/s?id=1739318114240704251&wfr=spider&for=pc
253,榜样的力量丨北师大第22届“十佳大学生”风采展示,http://www.baidu.com/link?url=0CYoGaRc00-bMDrqeuDtRs6NkhBXD3EaIkLD0quI4zcuWEr-RcoNltUaZisCfGhOKJ97MoktSwu1EUlcwmMkLeWtfBx0J0s6RHUvlCNwAy7,https://baijiahao.baidu.com/s?id=1722493193519394164&wfr=spider&for=pc
254,北师大支教队自贡支教 150余名准初一学生度过充满知识和乐趣的...,http://www.baidu.com/link?url=0CYoGaRc00-bMDrqeuDtR9phkFKU5NPwCiwGPLZKvl4dl2hfWZYeDPzPL7dgHi42TORC057mWgUld56uu3FYE_,https://local.newssc.org/system/20170814/002248380.htm
255,"北师大学子到邵东支教,关注未成年人心理健康-新湖南",http://www.baidu.com/link?url=Mj-0Stdt5ptDGBpd-IySjH7Lg9auwbLFNm1wwZGnKWcY5IXRFw1QaJTLzqGjMufjKyGBNHKh4G6HgSIDpYlBqio2TFCwUTtgkLDvrhnxBpC,https://m.voc.com.cn/wxhn/article/202208/202208071606402658.html
256,"我在北师大学金融,却在支教的路上越走越远。_手机新浪网",http://www.baidu.com/link?url=Mj-0Stdt5ptDGBpd-IySjBsX7AfQ-CpV6sRwckCXFB7QDy0fkF8KTmK2ikRQ9dNcqAzsXPLHk8JWPup3eupb-O8u_DV6jRWeyetwuKEXCLq,https://finance.sina.cn/2024-07-26/detail-incfmiep4499698.d.html
257,"北京师范大学“优师计划”师范生牢记嘱托,争当“四有”好老师——青春绽放...",http://www.baidu.com/link?url=d_sRxUu1l53PyLzaSJ_K7BnHHUPjlMFIR_96oNxdLVV859_6-PUKf4lRY6_JOop6psFkOM-17rkOjdMCmNdql4DR1PoLfxUNqb8eJ5HIBbkMxwb3AUiNeVEiCRR5-pqxaHwMaDl64bQ5Uk558mmaCa,http://www.moe.gov.cn/jyb_xwfb/xw_zt/moe_357/2023/2023_zt08/bjsfdx/hfgj/202308/t20230808_1072906.html
258,"青年风采,支教宁堂—记宁堂北师大义教合作启动仪式-北京师范大学...",http://www.baidu.com/link?url=aNGA85iBjyBX9Co9VYr6pnOqFXCUcAKun9HbrwOft6JvrSy0DxLVibAhNnhOOR2N-RcQ6YVdiNaFupseLuqLz_,https://ibf.bnuz.edu.cn/info/1007/2240.htm
259,"服务教育强国,北师大首个“强师工程服务站”(木里站)建设取得诸多...",http://www.baidu.com/link?url=p5Gdk7oZ9uStUkT4HZHrmxBT6n9FlnDaZsb0FXuGqn8twFFDV3SRPN8RSO1mcQVQQGva1UdWuN7BHu4GSl2l6CAUKULwN-NP7Tuurh8LsMG,https://news.bnu.edu.cn/zx/zhxw/124154a3b09b48f8902e2e6b6ab4f23b.htm
260,"校庆倒计时29天丨木铎金声,滋兰蕙树,我们的支教回忆——姜华:在...",http://www.baidu.com/link?url=RTKh6Nsqr_2FaDBculEvi3LzpRChhRRb03L83jL1MsqIVbIBKdS8KW6Pa7cB1wcPoVYQu5fdAVSGZhML8krNaBsrlZ29dbuCbYWT2qxU9S2FXcfk-td570bBIK7fldd6po0DEJkXYkVQAYqd4-i6oOF4mbKcXjEGS2GysdS4vemOjW0k3SVOEy5GiEXq_nib_Ggz1cr4PmmcosEFe1lvEgq8m8Jx8Lwl7xkU5u3ngCoL7UQTrwL_Q8ibifXLZ9mZdV3iMOK3WSIA-voYdX6qh_,https://mp.weixin.qq.com/s?__biz=MzA5OTA0NTAxOQ==&mid=2651939606&idx=2&sn=8fb643ab25110da342901969d7137b40&chksm=8b6d98e2bc1a11f40b07b5fd53f66547460777bc85fbd159aeb66ebd307f730c80d17167de73&scene=27
261,"心有所信 方能行远 | 新时代,北师大学生党员这样做! - 澎湃在线",http://www.baidu.com/link?url=dr3lkJgNI28MeOazIUPHOHzTsMW5aViNZQXVq1xhEDUd5UaJXibUoR_5zaqehbr5cIfgmxk9P2Wy-Zbc0gVXmRmvu_XPBwGZXQAYf-6xQne,http://baijiahao.baidu.com/s?id=1671654800105250230&wfr=spider&for=pc
262,北京师范大学实施“四有”好老师启航计划 引导毕业生到祖国最需要...,http://www.baidu.com/link?url=RTKh6Nsqr_2FaDBculEviDt53yoT3e9L5KMZ5iv4LUJDBJ80A7cwOC_rM0TwGc9AG8q1F5-ag_nqI_uhAkZE7LEvzC2KM0CMg2Lf6j3oBge,https://baijiahao.baidu.com/s?id=1834438393209067916&wfr=spider&for=pc
263,"西部计划|北师大研究生的支教vlog(上):在贵州支教一年,我们收获了...",http://www.baidu.com/link?url=10psjs2r0TyNK53mVztXeVlnSOV-QKCcos1z6v48rWpxZo8fT9bPAA-Kx1MHrmQJAfhRmevj5hv9838veeL3aa,https://m.bilibili.com/video/BV1Vt4y1J7Rd/
264,"守护中华文明的文字宝库,北师大这个教学团队不一般! - 北京师范大学",http://www.baidu.com/link?url=RTKh6Nsqr_2FaDBculEviDt53yoT3e9L5KMZ5iv4LUIm0yT_7mcqeWybr6BybxeHE5uW0ZB0KBeDWcRZ6IAMZluNdRnDLJ5IFYgMtvLVQIG,https://baijiahao.baidu.com/s?id=1684153695736773872&wfr=spider&for=pc
265,北京师范大学社会实践育人工作的探索与实践,http://www.baidu.com/link?url=RTKh6Nsqr_2FaDBculEviDt53yoT3e9L5KMZ5iv4LUGgDYuiAIAjBDpxg8mGFC0NWRjDBFmXmqlzDBNLGSkuKwLLBmIJwWM_N2TPJwAHT-i,https://baijiahao.baidu.com/s?id=1717297370739143891&wfr=spider&for=pc
266,“电影下乡——新时代大学生美育支教河北行”启动,http://www.baidu.com/link?url=dr3lkJgNI28MeOazIUPHOHzTsMW5aViNZQXVq1xhEDSvqZDRn870rB9lKQUdT57g723VIaqMcufyBdMFQ-qowtj7zXrrs8YD97dlg0__kKq,http://baijiahao.baidu.com/s?id=1742042900333687092&wfr=spider&for=pc
267,"木铎金声,滋兰树蕙——北师大湘木邵心队开展心理健康支教活动",http://www.baidu.com/link?url=RTKh6Nsqr_2FaDBculEviDt53yoT3e9L5KMZ5iv4LUIKrcT2HW80rLIVQGQUF56E6ORLwD5bYRzdU3jF1xpvaJCPu507gjRiksbr9A2tLpC,https://baijiahao.baidu.com/s?id=1740945649515286786&wfr=spider&for=pc
268,北京师范大学:“启航计划”吸引更多优秀学生投身欠发达地区教育,http://www.baidu.com/link?url=H0Grz-9k4Hs7Xg-oBP2F04WDfL4I7eCJgfrB4AReUFJqBiB7e8bvBNth5_Y6mEnVqS0qEC1Sdp6eZMlfVwP2BWN0KKGipviKvtNknXl0tpG,https://baijiahao.baidu.com/s?id=1834985798881868298&wfr=spider&for=pc
269,北京师范大学2021年非学历教育评优表彰丨优秀个人,http://www.baidu.com/link?url=H0Grz-9k4Hs7Xg-oBP2F02tnQ8iALzj2R2-34AqHgNhgYkLY_5kTJcoMXk6r4CuhRt77Fz_fWPQdiel9IqU1uPZYFRmYHvUfkzBarPcUO8Qc2E4bsvkrxocW-2AlHSKfvdUktQK0srDMnY11XmoeMgWbsX5IOKo12aYA_EQQI5NIdulpxj1RBj79dr3990a4heUr3tVBjXOJ60ehqw6lW9lYgW3tnnWH71tn8ALFTVBYLX8QSvuaXydCn0T7eHG1UtKSjmWd_BeYSoWxq7TKCq,https://mp.weixin.qq.com/s?__biz=Mzg5NjAxNzI0Ng==&mid=2247490998&idx=4&sn=9d7703a443bf6a9b1acc8c2d0ee5e659&chksm=c0062b87f771a29125e207d3dc0ebb98d32fef6fce5dacad3bfa02070781b0ac89f3dd0aa09d&scene=27
270,BNU研支团丨薪火相传 初心不改:第26届研究生支教团库尔勒分队季度...,http://www.baidu.com/link?url=H0Grz-9k4Hs7Xg-oBP2F02tnQ8iALzj2R2-34AqHgNe2aiGj649yB6uFJP0_SQIvdYhH9-wx0LHrAkNXV9MV9ttB7LMmOlA2OIqofF3KNLWrvVTBN826CUl4kbyfM4Py2zyWjaviT9V-uHvR9g27e9LYJzvSD6FnQCNpJn0clzSPtSFRvG9NwEX_Ngea-wyen8mUU5FONbfsePcJHkNAr9Q_ypKmhRwZ12R-wdDb2JqAvNtGnWpbBsJr-iCsezYm9mdihZ35cA7q5Ok5RsEIaK,https://mp.weixin.qq.com/s?__biz=MzA5OTA0NTAxOQ==&mid=2652007111&idx=1&sn=6e5c3d41e752aca65fcf42c6d697fb55&chksm=8b6e9133bc191825e2495daafc6b61be7f35dc1ce1ee14bfde30084f0342a3194b9e6e556c37&scene=27
271,"特好奇,被推免至北师大、华东师大、山东大学…和被选拔上支教保研...",http://www.baidu.com/link?url=H0Grz-9k4Hs7Xg-oBP2F02tnQ8iALzj2R2-34AqHgNgkigSgLffGD87ShlpW4wMxot86xU_j_I8-VGJah68KVfyzdn3nMaE60e7CTscQT9zcqJJx231GkfHW5aXds1ZfTrgb8JJ8YKCEcKPicUeAYgk0LrkEsRgUDEN3PRG77ExkimAABjBtdfaRP-jAF1BTZUKPXiLgvD8Mb7mmVCZ1Zl9aTOr4mV-QHlTN7IsVtwv1l80zk_PxA8TYlbLTdyZ6dBpA6l0dE9QYU8HWynehvq,https://mp.weixin.qq.com/s?__biz=MzI5MjU3ODkwNQ==&mid=2247501469&idx=3&sn=09e711613b2f8d136ba834baef3f8c11&chksm=ec7db5abdb0a3cbddb2821be5ca72f863d4fee7833b63275c15cc9489cdcc4fac102753e4431&scene=27
272,步履不停 不负“暑”光——携手北师大 凝聚新力量(专辑一),http://www.baidu.com/link?url=H0Grz-9k4Hs7Xg-oBP2F02tnQ8iALzj2R2-34AqHgNe-ToRZ9-ORT63fF7U81Va0qqDBiakWOlhCHtTLWY8ylwoSZAQWTALf67yeMph7H1t_KkfZbSnOhmmrekGRYqdFZc42LJcBXkmVCu-1xCVIwuZ1lrX5naByOC8sTDqRFVnMfnxYBXAz6gU5IffPXC91ABwgcugVwOVtaJBXoMLg-iy5izGT5Rp05wMxxUx4eJXjEGKtuIsKxoYN1LN1QKC24nGVblGLbza2oJSDrDWEfq,https://mp.weixin.qq.com/s?__biz=MzA5NDU0NjMxNA==&mid=2653089442&idx=2&sn=a2a34d01fec7b7b6b184e62adbc02611&chksm=8b9abe47bced3751f0cd3eb8674c03bdcc5cae69c9928b7cb1c611bc154c0f150c71c8958beb&scene=27
273,实践风采丨北京师范大学赴新疆阿克苏地区“慧行西域 数智领航...,http://www.baidu.com/link?url=H0Grz-9k4Hs7Xg-oBP2F02tnQ8iALzj2R2-34AqHgNe2aiGj649yB6uFJP0_SQIvdYhH9-wx0LHrAkNXV9MV9qHJvxphSKSMa54DMHyfwudDdKkEo49euU7lfTJzwNKnSM0I6lOgiJNdqbHAkY6Y835jk-8fVj1LETYvgSNQMpkHBy5JLSLWrrZt52Xoo3yhn1-FSXVC-oL5rbKpBBgfUbmqsgGMhNJxpz2xKxqDoVoC8GKfYrOlKuF11wDk1kX1AIDhJQL2dvd-Svvp9IGdFa,https://mp.weixin.qq.com/s?__biz=MzA5OTA0NTAxOQ==&mid=2652001667&idx=4&sn=02a27892ecf9d9b9fed3ccd3fddd00da&chksm=8b6eae77bc1927615248d104dad4fc8bb3bc81eb8694a3efa8a3b1ef283bb9fb7afa8523d3ce&scene=27
274,"情系支教教师,慰问暖人心间——北师大南湖附校领导远赴青田...",http://www.baidu.com/link?url=H0Grz-9k4Hs7Xg-oBP2F02tnQ8iALzj2R2-34AqHgNeN85RBc-AmSj8LQHWeJQlhuAXiR_SfyBeDkM7O_u_trxceGTSToTqoAvkwCh6D0zJ7WI2UKaLxWmi7i9pbhw0qnT3Nh7nv6BSSyQRpjdmn2IS7yCJyVLiHVglIwlQwiZLBw3As_9_lkcLSq5Fcyq2DJTJfwxyZz1IjHHnLsjw_9SStfriPv-Tygl_JUY-E7DbAe3dUmdpB86_DWAsu3iFHBvkKLbE5HFL7MVUzhHbZza,https://mp.weixin.qq.com/s?__biz=MzAwMTMzNDM3MA==&mid=2652290417&idx=4&sn=ca4f35d5e58f39a54829664e29750751&chksm=8139507cb64ed96a027fa90603515e7c5dec0812d0c2dc62bee218ab1391f34144a16836a81c&scene=27
275,强国有我丨点亮大山孩子的读书灯!《南方日报》头版报道北师大...,http://www.baidu.com/link?url=H0Grz-9k4Hs7Xg-oBP2F02tnQ8iALzj2R2-34AqHgNfibnTIXhRHX_8v7zeVL_N7rS9nqL1Nz2fSIp3u3844278pAGMzVpXOwSv2g_W2uPL39w8J8OUaVFlMxmWEKcnMJQcN-5a2JFOaBCQVcL0-pQtZWcCXDTqwS2wORN5_TJMsHwrbgTy4eCGL3-ngidsUcpA0UfWyTnngzrg3cBXFWr2Arz0SJlGkuuszeOPrW_L3a7vmEEshfB8h6XBPraKypLDaun6l_hcdexLto2lsIa,https://mp.weixin.qq.com/s?__biz=MzI0Njg1NjQyNA==&mid=2247588346&idx=1&sn=3f3248ffb853ec5b018d897f6dc4abd5&chksm=e9bb367ddeccbf6b698b7da4579dc369bbdeac4bc0d00e2f56fa140130ebb2c454f56ca90f8c&scene=27
276,如何看待北师大团委要求线下支教队需教师陪同、人数减少至 8-12人...,http://www.baidu.com/link?url=fB8DMf097opqwMViS4JSHE_2sjBiiP5U5zLwJLI6SB6poxx7PkBRgpYs-IHCGE712lhU7xJvEaPQQjz0yoBBca,https://www.zhihu.com/question/462991362
277,...以梦筑梦——修水县散原中学北师大2023“修水开源”暑假支教...,http://www.baidu.com/link?url=84SGwwQNE9i_FRNrDdyyOaEIQuvJLJHmm25FF1yIUrWvYImt3s25PkXj7spFNvvO5dI7uKjLqhwYuAcQIjk32uHjHMCkb9VQxfN-N4DgKNVdE-1ba39l1PERoIJqeNJ1qUcV8uHEhgzs61b-Vv2cNlR5yVA2j1OWBRSNZuDV6KNzPl90EXkeyWnYL3k9r_JbxxWcwb_CqMIdue2yMbCUopd6CXgAJpNOLGLdChZykCVDqn6B6n8gfSAvfriz4H1n8C0qF26Or9WDIjQtdjZlNa,https://mp.weixin.qq.com/s?__biz=MzA4Nzc2MjM1Mw==&mid=2650392772&idx=1&sn=83e655f099375a87593e01415597c577&chksm=88391c1abf4e950ca6ffbfffa3657607e94945247b19e11c3aa9521982f3d50a54055f0e566e&scene=27
278,强师计划|培育大国良师 矢志师范报国——北京师范大学实施“优师...,http://www.baidu.com/link?url=CmQfUQawxieuUKWGFJPceTtb9TRiAo9dVBt3aY365cMr1U9Ttg3cJc4y8yj_zBa2,http://www.bnu1.org/show_2880.html
279,"23岁支教女教师遭60岁老汉铁链囚禁五年,逃出时已生了三个孩子!",http://www.baidu.com/link?url=84SGwwQNE9i_FRNrDdyyOaEIQuvJLJHmm25FF1yIUrWNlgw5yZHOA0KiI2xi6l0LIbKIDtKclp2kmG70sRTTFUl_ADxECvwEUcFIelilHmG4hMxRCa39NoeCKO--p_4kAFbCQyhaStgFmdyQoVWR3z-SuZSvCUF7a48WZjYuN12hdMFCTIUS1Bf7KTqR0Pz69JVZuFIe8Oa12ufs7NTXK8mct1kHUvfi2Wlz6URJmG9rX6AkojkwYiHmAgr4nqksSx4oqp3WGCKrHuP47etmZa,https://mp.weixin.qq.com/s?__biz=MzIyNTI4Nzc3OA==&mid=2651452353&idx=1&sn=19b65bfcb4183bde65a6dfc8cab91012&chksm=f3ff58ccc488d1da91a69ca903fc32c7ff22ba2738596386994e80d9f5d8c33db675e905b92c&scene=27
280,北师大将电影美育思政课送到中西部学校 “电影下乡”让孩子们更加...,http://www.baidu.com/link?url=84SGwwQNE9i_FRNrDdyyOiTuQEIDo0s-Mj0Fy7X1YsoK8zya_1i4ozCX7lMSuCVsm90Cf_1LkmhsKmOgFJNL3J5FbUmJyX7jd_J7goLhsnQ1BT0DIykg0SgapuJewSUH,https://t.m.youth.cn/transfer/index/url/news.youth.cn/sh/202409/t20240909_15504445.htm
281,喜报!北师大两名同学荣获“中国大学生自强之星”奖学金,http://www.baidu.com/link?url=84SGwwQNE9i_FRNrDdyyOaQzzUtgz5s3kdAd1Eaxhl55UtwlagV7uhJXokJ2gralq2dYbs22QGu7LL0j7rlGwspgkhCIBsGclUxfhDi2cYi,https://baijiahao.baidu.com/s?id=1775333868792528985&wfr=spider&for=pc
282,北京师范大学研究生支教团举办“筑梦之旅”西部愿望游学活动_青年...,http://www.baidu.com/link?url=kOsgn2WrxRKLqwvK_n_uZSAlG1cF23BD4jCVS2jxcge9dJpfRNuGT-NLFxCARlG7sUqg5JZDl1eZ3Q7TDUK_NY4ivIavsszUKOnkpJlgivO,http://qnzz.youth.cn/wdqcwdt/stzz/201505/t20150508_6622349.htm
283,"北师大“寒门女生”熊方瑜:人生磨难却勤奋学习,是“自强之星...",http://www.baidu.com/link?url=DzeZweQRQFRwnBc01kcraHcPXd-rKZA1a7p71HGFFx3KU_4mRLpLoXjxSIEw-m9ZmtG_rKGesLn79iCsq138ljkNJuft0tvDHjCdSHgwTjq,http://baijiahao.baidu.com/s?id=1656593066984948935&wfr=spider&for=pc
284,赴衢支教传薪火 教育共富谱新篇——北师大南湖附校2025年跨区域...,http://www.baidu.com/link?url=GnnJcKAqUicY9dP0xyzow774pmpa2PJxcs0WU7o9MJTG_iI1FqVGE5wO2MLbUwafQn2U0h2OVaENytBUd_Vi7YRYyZJ46U_xVtrx8xxVrZPRC-a-r_XyIHlmbRK6J3-HEHxhroBvxt87XfAvgvSoBcYXvKb38Iwf8rQ_k5IHBKJ5ORD0VbHDtxS0mklERShqKrdZxQEVEhoGOETc5YIEBSwdTeL0oSCwRagJbUFR4yrttA_gayspWLVDE6sUuzE13A1isI1LK3y1QQP45x21FK,https://mp.weixin.qq.com/s?__biz=MzAwMTMzNDM3MA==&mid=2652392343&idx=1&sn=c6657eebce9a588c4758618ff52cd636&chksm=80d820e70369e257db48b0b18999c4e922eb20a00a8a51a080a7f22a266ffcd8d4095affc93d&scene=27
285,北京师范大学青马骨干班“京师风范 强国有我” 微团课大赛成功举办,http://www.baidu.com/link?url=GnnJcKAqUicY9dP0xyzow774pmpa2PJxcs0WU7o9MJTfhRCZq0Ym1Hg2Z41bbjdwq6i1rxJEvx9CKFIR-Jj9fSuHXTVplHVuOQHkG3d_JG8EhcB-dPzeaLnrM0542iG4CSzrbWKrDhLe11yB_9rFnmhH44sEgue3CAJUGp_InhHscidqGHbPzudcEoWyEA6yHg59WBeOoZCEBPfVEW1di2Wp4uAc1Mit26cOFIYYl2_q6jxxY14pymC8pJdpkMcSbj46zfPzaXcYxpyOFfwGdq,https://mp.weixin.qq.com/s?__biz=MzA5OTA0NTAxOQ==&mid=2651983459&idx=3&sn=2d828b5c9c000f5752573d8a03231c46&chksm=8b6ef597bc197c81d8fdd921a306180b447025346aeb01028d34d4c93314171e74206a16c593&scene=27
286,为了那份沉甸甸的嘱托——记北京师范大学优秀公费师范生群体...,http://www.baidu.com/link?url=GnnJcKAqUicY9dP0xyzowsqwi575X-dWJZpSNel8BMPVigVqtAGDTMo_MpHtor8UU-aXu72jHRqYw_PpSwTdxrubHCCSVTDxJs_YTE-OwbkXRyBD3oIDczVDQjoDux8a,https://t.m.youth.cn/transfer/index/url/news.youth.cn/gn/201907/t20190708_12002956.htm
287,【民生周刊】北京师范大学:培养“四有”好老师,http://www.baidu.com/link?url=pw3UOD2f1MhmH9KCWXWCTVc-aZ3frSg7F4qpuI-4S1-h2C27soVDTAeYMhk54dt819C-m0EdX62nvnzHmxajoHyD3ezEvd4yOdvwDeK0zim,https://news.bnu.edu.cn/zx/ttgz/64183e4a665a40f2839ce47e46084436.htm
288,BNU研支团丨薪火相传 砥砺前行:第26届研究生支教团习水分队季度...,http://www.baidu.com/link?url=GnnJcKAqUicY9dP0xyzow774pmpa2PJxcs0WU7o9MJTfhRCZq0Ym1Hg2Z41bbjdwq6i1rxJEvx9CKFIR-Jj9fVEdIOQy4z3vWODTOH2UipsgpwY4orwPe-FCi8KOajkgM5RlIdvzVVddSM_0D0k2nd8mbzO92iuiuuF3dVsBDf7ycSZ_cdsotvMYJzk-MUkAj4VyfglTQU-3_RSQ1oTTIxf6djktEntYPf-L2cHW3iZjOQ--F2tj1jK4qkgYOd9vpqRFqO2fLPmIclu6dc3j7a,https://mp.weixin.qq.com/s?__biz=MzA5OTA0NTAxOQ==&mid=2652008238&idx=2&sn=a5befd60dc21471ac3898162e4084162&chksm=8b6e94dabc191dccdb21bd1c3aa3cb0770f659aee529e48e5b00e0dc2f2bab31a1869aa1fb82&scene=27
